level,traditional,pinyin,pos
5,日期,rìqí,N
5,如,rú,Conj / Prep
5,如此,rúcĭ,Vs
5,如下,rúxià,Vs
5,如意,rúyì,Vs
5,弱,ruò,Vs
5,森林,sēnlín,N
5,失戀,shīliàn,Vp
5,失去,shīqù,Vpt
5,獅(子),shī(zi),N
5,時代,shídài,N
5,十分,shífēn,Adv
5,實話,shíhuà,N
5,實際,shíjì,Vs
5,時刻,shíkè,N
5,實力,shílì,N
5,石頭(˙ㄊㄡ) /石,shítou/shí,N
5,實行,shíxíng,V
5,石油,shíyóu,N
5,實在,shízài,Vs
5,使得,shĭde,Vst
5,使用,shĭyòng,V
5,事業,shìyè,N
5,事實,shìshí,N
5,適應,shìyìng,Vst
5,市長,shìzhăng,N
5,殺,shā,V
5,晒,shài,V
5,傷害,shānghài,V
5,商品,shāngpĭn,N
5,商業,shāngyè,N
5,上,shàng,Det
5,上當,shàngdàng,Vp
5,上帝,shàngdì,N
5,上街,shàngjiē,Vi
5,山區,shānqū,N
5,燒,shāo,V
5,少,shăo,Adv
5,蛇,shé,N
5,設備,shèbèi,N
5,設計,shèjì,N / V
5,升,shēng,V
5,聲,shēng,M
5,生,shēng,V
5,生產,shēngchăn,V
5,聲調,shēngdiào,N
5,生動,shēngdòng,Vs
5,生活,shēnghuó,Vi
5,生命,shēngmìng,N
5,生字,shēngzì,N
5,深入,shēnrù,Vs
5,身上,shēnshàng,N
5,省,shěng,Vst
5,省錢,shěngqián,Vs-sep
5,剩,shèng,Vst
5,剩下,shèngxià,Vpt
5,甚至,shènzhì,Adv
5,收穫,shōuhuò,N
5,收音機,shōuyīnjī,N
5,熟悉,shoúxī,Vst
5,手續,shŏuxù,N
5,首,shŏu,M
5,受得了,shòudeliao,Vst
5,受傷,shòushāng,Vp-sep
5,輸,shū,Vp
5,蔬菜,shūcài,N
5,舒適,shūshì,Vs
5,數,shŭ,V
5,數字,shùzì,N
5,雙,shuāng,Vs-attr
5,刷牙,shuāyá,V-sep
5,水餃,shuĭjiăo,N
5,水平,shuĭpíng,N
5,睡著,shuìzháo,Vp
5,水準,shuĭzhŭn,N
5,樹木,shùmù,N
5,順便,shùnbiàn,Adv
5,順利,shùnlì,Vs
5,說法,shuōfă,N
5,說明,shuōmíng,N / V
5,說起來,shuōqĭlái,Adv
5,思考,sīkăo,V
5,思想,sīxiăng,N
5,似乎/似,sìhū/sì,Adv
5,寺廟,sìmiào,N
5,算了,suànle,Vs
5,隨便,suíbiàn,Vs
5,隨時,suíshí,Adv
5,所,suŏ,M / Ptc
5,所謂,suŏwèi,Vs-attr
5,抬,tái,V
5,態度,tàidù,N
5,堂,táng,N / M
5,躺,tăng,V
5,談話,tánhuà,V-sep
5,討厭,tăoyàn,Vst
5,特地,tèdì,Adv
5,特色,tèsè,N
5,特殊,tèshū,Vs
5,田,tián,N
5,填,tián,V
5,天堂,tiāntáng,N
5,天天,tiāntiān,Adv
5,天下,tiānxià,N
5,條件,tiáojiàn,N
5,挑戰,tiăozhàn,V
5,題材,tícái,N
5,提到,tídào,Vpt
5,提高,tígāo,V
5,提供,tígōng,V
5,體會,tĭhuì,Vst
5,體力,tĭlì,N
5,體貼,tĭtiē,Vst
5,體重,tĭzhòng,N
5,貼,tiē,V
5,鐵,tiě,N
5,鐵路,tiělù,N
5,聽力,tīnglì,N
5,聽起來,tīngqĭlái,Adv
5,聽眾,tīngzhòng,N
5,挺,tĭng,Adv
5,通,tōng,Vs-pred
5,通過,tōngguò,Vpt
5,通知,tōngzhī,V / N
5,同,tóng,Det / Prep
5,同情,tóngqíng,Vst
5,同事,tóngshì,N
5,痛苦,tòngkŭ,Vs
5,頭,tóu,Det
5,投,tóu,V
5,投資,tóuzī,V
5,土,tŭ,N
5,團體,tuántĭ,N
5,團圓,tuányuán,Vs
5,土地,tŭdì,N
5,推,tuī,V
5,推薦,tuījiàn,V
5,推銷,tuīxiāo,V
5,退步,tuìbù,Vp
5,退休,tuìxiū,Vp
5,突然,túrán,Adv
5,兔(子),tù(zi),N
5,外邊,wàibiān,N
5,外文,wàiwén,N
5,外語,wàiyŭ,N
5,外祖父,wàizŭfù,N
5,外祖母,wàizŭmŭ,N
5,完成,wánchéng,Vpt
5,玩具,wánjù,N
5,晚,wăn,Vs
5,萬一,wànyī,Adv
5,網,wăng,N
5,往往,wăngwăng,Adv
5,娃娃(˙ㄨㄚ),wáwa,N
5,維持,wéichí,V
5,微笑,wéixiào,Vi
5,偉大,wěidà,Vs
5,為,wèi,Prep
5,未來,wèilái,N
5,位置,wèizhì,N
5,溫度,wēndù,N
5,溫暖,wēnnuăn,Vs
5,溫柔,wēnróu,Vs
5,文件,wénjiàn,N
5,文學,wénxué,N
5,文章/文,wénzhāng/wén,N
5,文字,wénzì,N
5,穩定,wěndìng,Vs
5,問好,wènhăo,Vi
5,問候,wènhòu,V
5,握手,wòshŏu,V-sep
5,無,wú,Vs-attr
5,無法,wúfă,Adv
5,無論如何,wúlùnrúhé,Conj
5,無窮,wúqióng,Vs
5,無所謂,wúsuŏwèi,Vs
5,誤會,wùhuì,N
5,物價,wùjià,N
5,西北,xīběi,N
5,西餐,xīcān,N
5,西方,xīfāng,N
5,西南,xīnán,N
5,吸毒,xīdú,V-sep
5,犧牲,xīshēng,Vpt
5,吸收,xīshōu,V
5,希望,xīwàng,N
5,吸引,xīyĭn,Vst
5,喜愛,xĭài,Vst
5,細,xì,Vs
5,細心,xìxīn,Vs
5,戲,xì,N
5,戲劇,xìjù,N
5,系統,xìtŏng,N
5,下,xià,Det / M
5,嚇,xià,Vs-pred
5,下來,xiàlái,Ptc
5,線,xiàn,N
5,相對,xiāngduì,Vs-attr
5,相反,xiāngfăn,Vs
5,相關,xiāngguān,Vs
5,香水,xiāngshuĭ,N
5,相同,xiāngtóng,Vs
5,詳細,xiángxì,Vs
5,響,xiăng,Vp
5,想到,xiăngdào,Vpt
5,想像,xiăngxiàng,N / Vst
5,項,xiàng,M
5,相聲,xiàngshēng,N
5,限,xiàn,Vst
5,現實,xiànshí,N / Vs
5,現象,xiànxiàng,N
5,限制,xiànzhì,N
5,小說,xiăoshuō,N
5,小偷,xiăotōu,N
5,小組,xiăozŭ,N
5,效果,xiàoguŏ,N
5,笑話,xiàohuà,N
5,孝順,xiàoshùn,Vs / Vst
5,校長,xiàozhăng,N
5,嚇一跳,xiàyītiào,Vp
5,協助,xiézhù,V
5,血,xiě,N
5,謝,xiè,V
5,心得,xīndé,N
5,心理,xīnlĭ,N
5,心意,xīnyì,N
5,欣賞,xīnshăng,Vst
5,新生,xīnshēng,N
5,信,xìn,Vst
5,信心,xìnxīn,N
5,興奮,xīngfèn,Vs
5,行動,xíngdòng,N
5,形容,xíngróng,V
5,行為,xíngwéi,N
5,醒,xĭng,Vp
5,醒來,xĭnglái,Vp
5,姓,xìng,N
5,性別,xìngbié,N
5,性格,xìnggé,N
5,幸好,xìnghăo,Adv
5,幸虧,xìngkuī,Adv
5,幸運,xìngyùn,Vs
5,兇/凶,xiōng,Vs
5,熊貓,xióngmāo,N
5,修,xiū,V
5,修改,xiūgăi,V
5,修理,xiūlĭ,V
5,需求,xūqiú,N
5,需要,xūyào,N
5,選舉,xuănjŭ,N
5,學費,xuéfèi,N
5,學會,xuéhuì,Vpt
5,學問,xuéwèn,N
5,尋找,xúnzhăo,V
5,訓練,xùnliàn,V
5,押金,yājīn,N
5,鴨(子),yā(zi),N
5,牙,yá,N
5,牙齒,yáchĭ,N
5,演,yăn,V
5,演出,yănchū,V
5,羊,yáng,N
5,陽光,yángguāng,N
5,養,yăng,V
5,樣樣,yàngyàng,Det
5,煙火,yānhuŏ,N
5,眼光,yănguāng,N
5,演講,yănjiăng,Vi
5,眼淚,yănlèi,N
5,演員,yănyuán,N
5,邀請,yāoqĭng,V
5,咬,yăo,V
5,要,yào,Vst
5,要不然,yàobùrán,Conj
5,要不是,yàobúshì,Conj
5,要緊,yàojĭn,Vs
5,也好,yěhăo,
5,頁,yè,M
5,夜裡/裏,yèlĭ/lĭ,N
5,一般來說,yībānláishuō,
5,一點/一點兒,yīdiăn/yīdiănr,Adv
5,一方面,yīfāngmiàn,Conj
5,衣櫃,yīguì,N
5,依靠,yīkào,V
5,一連,yīlián,Adv
5,一生,yīshēng,N
5,一時,yīshí,N
5,一同,yītóng,Adv
5,一向,yīxiàng,Adv
5,一樣,yīyàng,N
5,以,yĭ,Prep
5,以及,yĭjí,Conj
5,以來,yĭlái,N
5,以免,yĭmiăn,Conj
5,藝術,yìshù,N
5,意外,yìwài,N
5,意義,yìyì,N
5,陰,yīn,Vs
5,因此,yīncĭ,Conj
5,音響,yīnxiăng,N
5,引起,yĭnqĭ,V
5,英俊,yīngjùn,Vs
5,贏,yíng,Vp
5,營養,yíngyăng,N
5,影片,yĭngpiàn,N
5,勇敢,yŏnggăn,Vs
5,擁有,yŏngyŏu,Vst
5,永遠,yŏngyuăn,Adv
5,用,yòng,Prep
5,用法,yòngfă,N
5,用品,yòngpĭn,N
5,優點,yōudiăn,N
5,幽默,yōumò,Vs
5,優秀,yōuxiù,Vs
5,遊客,yóukè,N
5,由於,yóuyú,Conj
5,有效,yŏuxiào,Vs
5,友誼,yŏuyì,N
5,愉快,yúkuài,Vs
5,於是,yúshì,Conj
5,噢,yŭ,Ptc
5,與,yŭ,Conj / Prep
5,玉,yù,N
5,玉米,yùmĭ,N
5,預備,yùbèi,V
5,遇到,yùdào,Vpt
5,預習,yùxí,V
5,圓,yuán,N
5,員工,yuángōng,N
5,原諒,yuánliàng,Vst
5,願望,yuànwàng,N
5,約,yuē,Adv
5,月餅,yuèbĭng,N
5,閱讀,yuèdú,V
5,樂團,yuètuán,N
5,雲,yún,N
5,運氣,yùnqì,N
5,在,zài,Vst
5,在意,zàiyì,Vst
5,在於,zàiyú,Vst
5,早,zăo,Adv
5,早日,zăorì,Adv
5,早晚,zăowăn,N
5,造成,zàochéng,Vpt
5,噪音,zàoyīn,N
5,增加/增,zēngjiā/zēng,Vpt
5,責任,zérèn,N
5,知,zhī,Vst
5,之後,zhīhòu,N
5,之間,zhījiān,N
5,之前,zhīqián,N
5,直,zhí,Vs
5,直到,zhídào,Prep
5,值得,zhíde,Vst
5,殖民地,zhímíndì,N
5,植物,zhíwù,N
5,職業,zhíyè,N
5,職員,zhíyuán,N
5,指,zhĭ,V
5,只是,zhĭshì,Conj
5,只有,zhĭyŏu,Adv / Conj
5,制度,zhìdù,N
5,智慧,zhìhuì,N
5,至少,zhìshăo,Adv
5,至於,zhìyú,Prep
5,摘,zhāi,V
5,站,zhàn,N
5,暫時,zhànshí,Adv
5,戰爭,zhànzhēng,N
5,掌握,zhăngwò,V
5,障礙,zhàngài,N
5,著(ㄓㄠ)急,zhāojí,Vs
5,招待,zhāodài,V
5,招牌,zhāopái,N
5,找錢,zhăoqián,V-sep
5,照,zhào,V / Prep
5,炸,zhà,V
5,珍貴,zhēnguì,Vs
5,真理,zhēnlĭ,N
5,真實,zhēnshí,Vs
5,真是,zhēnshì,Adv
5,真心,zhēnxīn,Vs
5,真正,zhēnzhèng,Adv / Vs-attr
5,整理,zhěnglĭ,V
5,整齊,zhěngqí,Vs
5,證明,zhèngmíng,V
5,正確,zhèngquè,Vs
5,證書,zhèngshū,N
5,政治,zhèngzhì,N
5,哲學,zhéxué,N
5,這樣子,zhèyàngzi,Vs / Adv
5,中部,zhōngbù,N
5,中餐,zhōngcān,N
5,終於,zhōngyú,Adv
5,種,zhòng,V
5,重點,zhòngdiăn,N
5,重視,zhòngshì,Vst
5,周圍,zhōuwéi,N
5,煮,zhŭ,V
5,主動,zhŭdòng,Vs
5,主婦,zhŭfù,N
5,主管,zhŭguăn,N
5,主任,zhŭrèn,N
5,主題,zhŭtí,N
5,主要,zhŭyào,Adv / Vs-attr
5,主意,zhŭyì,N
5,助,zhù,V
5,祝福,zhùfú,N / V
5,助理,zhùlĭ,N
5,著名,zhùmíng,Vs
5,狀態,zhuàngtài,N
5,專心,zhuānxīn,Vs
5,專業,zhuānyè,Vs-attr
5,追求,zhuīqiú,V
5,準時,zhŭnshí,Vs
5,著,zhuó,V
5,資源,zīyuán,N
5,仔細,zĭxì,Vs
5,自從,zìcóng,Prep
5,自動,zìdòng,Vs
5,自殺,zìshā,Vi
5,自信,zìxìn,N
5,自在,zìzài,Vs
5,宗教,zōngjiào,N
5,總而言之,zŏngéryánzhī,Conj
5,總算,zŏngsuàn,Adv
5,總統,zŏngtŏng,N
5,總之,zŏngzhī,Conj
5,走走,zŏuzŏu,Vi
5,組,zŭ,M
5,祖父,zŭfù,N
5,祖母,zŭmŭ,N
5,祖先,zŭxiān,N
5,醉,zuì,Vp
5,最初,zuìchū,N
5,最多,zuìduō,Adv
5,最後,zuìhòu,N
5,最佳,zuìjiā,Vs-attr
5,尊敬,zūnjìng,Vst
5,作,zuò,V
5,做夢/作夢,zuòmèng,V-sep
5,作品,zuòpĭn,N
5,做人,zuòrén,Vi
5,做事,zuòshì,Vi
5,作者,zuòzhě,N
6,愛好,àihào,N / Vst
6,愛護,àihù,Vst
6,愛人,àirén,N
6,哎呀,āiyā,Ptc
6,哎喲,āiyāo,Ptc
6,癌症/癌,áizhèng/ái,N
6,按,àn,V
6,暗,àn,Vs
6,案(子),àn(zi),N
6,骯髒,āngzāng,Vs
6,按時,ànshí,Adv
6,安慰,ānwèi,V
6,暗中,ànzhōng,Adv
6,安裝,ānzhuāng,V
6,熬,áo,V
6,拔,bá,V
6,罷工,bàgōng,Vi
6,敗,bài,Vp
6,拜,bài,V
6,拜拜,bàibài,Vi
6,拜訪,bàifăng,V
6,拜年,bàinián,V-sep
6,拜託,bàituō,V
6,擺脫,băituō,V
6,罷了,bàle,Ptc
6,拌,bàn,V
6,般,bān,
6,磅,bàng,M
6,棒,bàng,M
6,棒(子),bàng(zi),N
6,辦公,bàngōng,Vi
6,傍晚,bāngwăn,N
6,半路,bànlù,N
6,辦事,bànshì,Vi
6,半數,bànshù,Det
6,扮演,bànyăn,V
6,搬運,bānyùn,V
6,班長,bānzhăng,N
6,抱,bào,Vst
6,報,bào,V
6,保,băo,V
6,寶,băo,N
6,寶寶,băobao,N
6,保持,băochí,V
6,報仇,bàochóu,V-sep
6,保存,băocún,V
6,報答,bàodá,Vpt
6,報到,bàodào,Vi
6,報導,bàodăo,V / N
6,包裹,bāoguŏ,N
6,報警,bàojĭng,V-sep
6,暴力,bàolì,N /Vs
6,保留,băoliú,V
6,抱歉,bàoqiàn,Vs
6,報社,bàoshè,N
6,保衛,băowèi,V
6,暴躁,bàozào,Vs
6,爆炸,bàozhà,Vp
6,保障,băozhàng,N / V
6,包裝,bāozhuāng,N / V
6,把握,băwò,N
6,備,bèi,V
6,被(子),bèi(zi),N
6,悲劇,bēijù,N
6,背面,bèimiàn,N
6,悲痛,bēitòng,Vs
6,背心,bèixīn,N
6,奔,bēn,Vi
6,本來,běnlái,Vs-attr
6,本領,běnlĭng,N
6,奔跑,bēnpăo,Vi
6,本身,běnshēn,N
6,本土,běntŭ,N
6,笨重,bènzhòng,Vs
6,閉,bì,Vi
6,便,biàn,Adv / N
6,扁,biăn,Vs
6,編,biān,V
6,變動,biàndòng,N / Vp
6,便利,biànlì,Vs
6,表格,biăogé,N
6,表情,biăoqíng,N
6,標題,biāotí,N
6,表揚,biăoyáng,V
6,標誌,biāozhì,N
6,彼此,bĭcĭ,N
6,筆記,bĭjì,N
6,比較,bĭjiào,N / V
6,比例,bĭlì,N
6,並,bìng,Adv / Conj
6,丙,bĭng,N
6,冰,bīng,Vs
6,病毒,bìngdú,N
6,病房,bìngfáng,N
6,並且,bìngqiě,Conj
6,病情,bìngqíng,N
6,筆試,bĭshì,N / Vi
6,鼻涕,bítì,N
6,必須,bìxū,Vs-attr
6,必要,bìyào,N
6,薄,bó,Vs
6,撥,bō,V
6,菠菜,bōcài,N
6,波動,bōdòng,Vi
6,玻璃,bōlí,N
6,薄弱,bóruò,Vs
6,捕,bŭ,V
6,補,bŭ,V
6,不安,bùān,Vs
6,補償,bŭcháng,V
6,不成,bùchéng,Vs-pred
6,補充,bŭchōng,V
6,不大,bùdà,Adv
6,不當,bùdàng,Vs
6,不到,bùdào,Vst
6,不得已,bùdéyĭ,Vs
6,部隊,bùduì,N
6,不敢當,bùgăndāng,Vs
6,布告/佈告,bùgào,N
6,布告欄/佈告欄,bùgàolán,N
6,不顧,bùgù,Vst
6,不見得,bùjiànde,Adv
6,不僅,bùjĭn,Conj
6,補課,bŭkè,V-sep
6,不良,bùliáng,Vs
6,不平,bùpíng,Vs
6,不然,bùrán,Conj
6,不如,bùrú,Vst
6,補習,bŭxí,V-sep
6,補習班,bŭxíbān,N
6,不許,bùxŭ,Adv
6,不宜,bùyí,Vs
6,不由得,bùyóude,Adv
6,部長,bùzhăng,N
6,不止,bùzhĭ,Vs-pred
6,補助,bŭzhù,N / V
6,踩,căi,V
6,採,căi,V
6,財產,cáichăn,N
6,財富,cáifù,N
6,採購,căigòu,V
6,才能,cáinéng,N
6,裁判,cáipàn,N
6,彩色,căisè,Vs-attr
6,裁員,cáiyuán,Vpt
6,蠶,cán,N
6,慘,căn,Vs
6,藏,cáng,V
6,倉庫,cāngkù,N
6,慚愧,cánkuì,Vs
6,參與,cānyù,V
6,操心,cāoxīn,Vs
6,操作,cāozuò,V
6,冊,cè,M
6,測量,cèliáng,V
6,策略,cèlüè,N
6,測試,cèshì,V
6,測驗,cèyàn,N / V
6,差,chā,N
6,插,chā,V
6,差錯,chācuò,N
6,插花,chāhuā,Vi
6,茶會,cháhuì,N
6,拆,chāi,V
6,差距,chājù,N
6,產,chăn,V
6,長處,chángchù,N
6,場地,chăngdì,N
6,長度,chángdù,N
6,長方形,chángfāngxíng,N
6,場合,chănghé,N
6,長久,chángjiŭ,Vs
6,廠商,chăngshāng,N
6,嘗試/嚐試,chángshì,N
6,常識,chángshì,N
6,場所,chăngsuŏ,N
6,長途,chángtú,Vs-attr
6,產量,chănliàng,N
6,產業,chănyè,N
6,朝,cháo,Prep
6,抄,chāo,V
6,超出,chāochū,Vpt
6,潮流,cháoliú,N
6,吵鬧,chăonào,Vi
6,鈔票,chāopiào,N
6,超人,chāorén,N
6,潮溼/潮濕,cháoshī,Vs
6,超越,chāoyuè,V
6,超重,chāozhòng,Vp
6,插圖,chātú,N
6,茶葉,cháyè,N
6,扯,chě,V
6,澈底/徹底,chèdĭ,Vs
6,沉/沈,chén,Vp
6,成,chéng,M / Vpt
6,稱,chēng,V
6,撐,chēng,V
6,成本,chéngběn,N
6,成分/成份,chéngfèn,N
6,成交,chéngjiāo,Vp
6,乘客,chéngkè,N
6,誠懇,chéngkěn,Vs
6,成立,chénglì,Vpt
6,成人,chéngrén,N
6,成天,chéngtiān,Adv
6,成為,chéngwéi,Vpt
6,呈現,chéngxiàn,Vpt
6,程序,chéngxù,N
6,誠意,chéngyì,N
6,成語,chéngyŭ,N
6,陳列,chénliè,V
6,車票,chēpiào,N
6,遲,chí,Vp
6,翅膀/翅,chìbăng/chì,N
6,尺寸,chĭcùn,N
6,吃虧,chīkuī,Vs
6,持續,chíxù,Vaux
6,遲早,chízăo,Adv
6,重,chóng,Adv
6,沖,chōng,V
6,衝,chōng,Vi
6,崇拜,chóngbài,Vst
6,充分/充份,chōngfèn,Vs
6,崇高,chónggāo,Vs
6,充滿,chōngmăn,Vpt
6,衝突,chōngtú,N
6,充足,chōngzú,Vs
6,愁,chóu,Vs / N
6,抽屜,chōutì,N
6,處,chù,M
6,處,chŭ,V
6,出,chū,Vst
6,初,chū,Adv
6,傳播,chuánbò,V
6,傳達,chuándá,V
6,傳單,chuándān,N
6,床,chuáng,M
6,幢,chuáng,M
6,闖,chuăng,V
6,床單,chuángdān,N
6,窗口,chuāngkŏu,N
6,創新,chuàngxīn,V
6,創作,chuàngzuò,N /V
6,傳染,chuánrăn,V
6,傳說,chuánshuō,N / V
6,傳送,chuánsòng,V
6,傳統,chuántŏng,N
6,傳真,chuánzhēn,V
6,初步,chūbù,Adv / Vs-attr
6,出產,chūchăn,Vst
6,處處,chùchù,Adv
6,儲存,chúcún,V
6,處罰,chŭfá,V
6,除非,chúfēi,Conj
6,初級,chūjí,Vs
6,出境,chūjìng,Vp
6,出口,chūkŏu,V /N
6,純,chún,Vs
6,出色,chūsè,Vs
6,出身,chūshēn,Vpt
6,出事,chūshì,Vp-sep
6,出售,chūshòu,V
6,出席,chūxí,V
6,儲蓄,chúxù,Vi
6,出院,chūyuàn,Vi
6,刺,cì,V
6,詞典/辭典,cídiăn,N
6,詞彙,cíhuì,N
6,刺激,cìjī,V
6,次數,cìshù,N
6,此外,cĭwài,Conj
6,辭職,cízhí,Vi
6,從,cóng,Adv
6,從此,cóngcĭ,Adv
6,從沒,cóngméi,Adv
6,從事,cóngshì,Vst
6,湊,còu,V
6,粗,cū,Vs
6,催,cuī,V
6,促進,cùjìn,V
6,存款,cúnkuăn,N
6,搓,cuō,V
6,錯過,cuòguò,Vpt
6,措施,cuòshī,N
6,錯字,cuòzì,N
6,粗心,cūxīn,Vs
6,打,dă,M
6,大半,dàbàn,Det
6,打扮,dăbàn,Vi
6,打包,dăbāo,V
6,大便,dàbiàn,N
6,大膽,dàdăn,Vs
6,達到,dádào,Vpt
6,大地,dàdì,N
6,大都,dàdōu,Adv
6,打斷,dăduàn,Vpt
6,大哥,dàgē,N
6,待,dài,V / Vi
6,代,dài,N / V
6,帶(子),dài(zi),N
6,代表,dàibiăo,Vs
6,帶動,dàidòng,V
6,大夫,dàifū,N
6,代溝,dàigōu,N
6,待會/待會兒,dāihuì /dāihuìr,Adv
6,代價,dàijià,N
6,貸款,dàikuăn,N / V-sep
6,代理,dàilĭ,V
6,帶路,dàilù,Vi
6,待遇,dàiyù,N
6,大街,dàjiē,N
6,大力,dàlì,Adv
6,大量,dàliàng,Det
6,單,dān,Adv
6,單(子),dān(zi),N
6,大腦,dànăo,N
6,蛋白質,dànbáizhí,N
6,擔保,dānbăo,V
6,單調,dāndiào,Vs
6,當,dàng,Vst
6,擋,dăng,V
6,檔案,dăngàn,N
6,當初,dāngchū,N
6,當選,dāngxuăn,Vpt
6,當中,dāngzhōng,N
6,膽量,dănliàng,N
6,誕生,dànshēng,Vp
6,單位,dānwèi,N
6,耽誤,dānwù,V
6,膽小,dănxiăo,Vs
6,到達,dàodá,Vpt
6,道路,dàolù,N
6,倒楣,dăoméi,Vs
6,到期,dàoqí,Vp
6,導演,dăoyăn,V
6,導遊,dăoyóu,N
6,大清早,dàqīngzăo,N
6,打擾,dărăo,V
6,大嫂,dàsăo,N
6,打算,dăsuàn,N
6,大腿,dàtuĭ,N
6,大型,dàxíng,Vs-attr
6,大意,dàyì,Vs / N
6,大有,dàyŏu,Vst
6,打招呼,dăzhāohū,V-sep
6,打針,dăzhēn,V-sep
6,大致,dàzhì,Adv / Vs-attr
6,大眾,dàzhòng,N
6,打字,dăzì,V-sep
6,大自然,dàzìrán,N
6,得分,défēn,Vs-sep
6,得獎,déjiăng,V-sep
6,得了,déle,
6,登,dēng,V
6,凳(子),dèng(zi),N
6,等不及,děngbùjí,Vi
6,等級,děngjí,N
6,登記,dēngjì,Vp
6,登山,dēngshān,V-sep
6,等於,děngyú,Vst
6,得罪,dézuì,Vpt
6,抵,dĭ,V
6,遞,dì,V
6,滴,dī,M / V
6,墊,diàn,V
6,電報,diànbào,N
6,電動,diàndòng,Vs-attr
6,典禮,diănlĭ,N
6,電器,diànqì,N
6,點燃,diănrán,V
6,電扇/電風扇,diànshàn/diànfēngshàn,N
6,電視劇,diànshìjù,N
6,電視台/電視臺,diànshìtái,N
6,電台/電臺,diàntái,N
6,點頭,diăntóu,V-sep
6,電線,diànxiàn,N
6,典型,diănxíng,Vs / N
6,電子,diànzĭ,N
6,吊,diào,V
6,釣,diào,V
6,雕刻,diāokè,N / V
6,釣魚,diàoyú,V-sep
6,低潮,dīcháo,N
6,跌,dié,Vp
6,跌倒,diédăo,Vp
6,抵抗,dĭkàng,V
6,地面,dìmiàn,N
6,頂,dĭng,M
6,丁,dīng,N
6,盯,dīng,V
6,訂購,dìnggòu,V
6,訂婚,dìnghūn,V-sep
6,定期,dìngqí,Adv / Vs-attr
6,的確,díquè,Adv
6,地毯,dìtăn,N
6,丟臉,diūliăn,Vs-sep
6,丟人,diūrén,Vs
6,地下,dìxià,Vs-attr
6,地震,dìzhèn,Vp
6,洞,dòng,N
6,凍,dòng,Vs
6,棟,dòng,M
6,動不動,dòngbùdòng,Adv
6,動詞,dòngcí,N
6,懂得,dŏngde,Vst
6,冬季,dōngjì,N
6,動人,dòngrén,Vs
6,動身,dòngshēn,Vi
6,動手,dòngshŏu,Vi
6,動作,dòngzuò,N
6,鬥爭,dòuzhēng,Vi
6,毒,dú,N / Vs
6,度,dù,V
6,賭,dŭ,V
6,斷,duàn,Vp
6,端,duān,V
6,鍛鍊,duànliàn,V
6,度過/渡過,dùguò,V
6,隊,duì,M
6,堆,duī,V
6,對岸,duìàn,N
6,對策,duìcè,N
6,對待,duìdài,V
6,對付,duìfù,V
6,對抗,duìkàng,V
6,對立,duìlì,Vs
6,對於,duìyú,Prep
6,隊員,duìyuán,N
6,獨立,dúlì,Vs
6,頓,dùn,M
6,噸,dùn,M
6,蹲,dūn,Vi
6,躲,duŏ,Vi
6,奪,duó,V
6,多半/多半兒,duōbàn/duōbànr,Det
6,多多,duōduō,Adv
6,多少,duōshăo,Adv
6,多數,duōshù,Det
6,多謝,duōxiè,Vst
6,獨自,dúzì,Adv
6,鵝,é,N
6,惡劣,èliè,Vs
6,而已,éryĭ,Ptc
6,罰,fá,V
6,發,fā,Vp
6,發動,fādòng,V
6,發抖,fādŏu,Vi
6,反,făn,V / Vst
6,番,fān,M
6,翻,fān,V
6,犯錯,fàncuò,V-sep
6,反對,fănduì,Vst
6,犯法,fànfă,V-sep
6,反覆,fănfù,Adv
6,防,fáng,V
6,方,fāng,Vs-attr
6,方案,fāngàn,N
6,放大,fàngdà,V
6,放棄,fàngqì,V
6,防守,fángshŏu,V
6,放手,fàngshŏu,Vi
6,放鬆,fàngsōng,Vs
6,放學,fàngxué,Vp-sep
6,防止,fángzhĭ,V
6,返回,fănhuí,V
6,反抗,fănkàng,V
6,繁忙,fánmáng,Vs
6,反面,fănmiàn,N
6,煩惱,fánnăo,N
6,犯人,fànrén,N
6,繁榮,fánróng,Vs
6,反問,fănwèn,V
6,反映,fănyìng,V
6,反應,fănyìng,Vi
6,反正,fănzhèng,Adv
6,繁殖,fánzhí,V
6,犯罪,fànzuì,V-sep
6,發起,fāqĭ,Vp
6,發射,fāshè,V
6,髮型,făxíng,N
6,發行,fāxíng,V
6,發言,fāyán,V-sep
6,發炎,fāyán,Vp
6,發揚,fāyáng,V
6,發音,fāyīn,Vi / N
6,法院,făyuàn,N
6,發展,fāzhăn,V / N
6,法子,fázi,N
6,肥,féi,Vs
6,肺,fèi,N
6,費,fèi,Vst
6,非法,fēifă,Vs-attr
6,廢話,fèihuà,N
6,肥胖,féipàng,Vs
6,廢氣,fèiqì,N
6,廢水,fèishuĭ,N
6,廢物,fèiwù,N
6,份/份兒,fèn/fènr,N
6,粉筆,fěnbĭ,N
6,分別,fēnbié,Adv / N /V
6,分布/分佈,fēnbù,Vs
6,奮鬥,fèndòu,Vi
6,紛紛,fēnfēn,Adv
6,吩咐,fēnfù,V
6,逢,féng,Vst
6,縫,féng,V
6,封,fēng,V
6,瘋,fēng,Vp
6,諷刺,fèngcì,V
6,封建,fēngjiàn,Vs-attr
6,瘋狂,fēngkuáng,Vs
6,蜂蜜,fēngmì,N
6,分工,fēngōng,Vi
6,風氣,fēngqì,N
6,風趣,fēngqù,Vs
6,風險,fēngxiăn,N
6,瘋子,fēngzi,N
